username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"ßɨĝ Ɖɐƌƌɏ Ϻїçҝ",FrankFlorio1960,2018-09-24 17:48,742,1005,"Why should I #BelieveSurvivors after Brian Banks spent 5 years in prison after being falsely accused of rape and Keith Ellison is still a sitting senator who beat a woman. #RadioFreeTwitter #ConfirmKavanaughNow #MeToo pic.twitter.com/Y6h6ek0fLN",,,#BelieveSurvivors #RadioFreeTwitter #ConfirmKavanaughNow #MeToo,"1044388061923004416",https://twitter.com/FrankFlorio1960/status/1044388061923004416
"Ladybug #DemForce #WeMarch #WeRun #WeVote #WeWin",Ladybug014,2018-09-24 17:43,69,98,"Dr. Christine Blasey Ford: “While I am frightened, please know, my fear will not hold me back from testifying.” I admire, respect and believe this lady. #BelieveSurvivors #DemForce Her motto: pic.twitter.com/23YRYr4kzw",,,#BelieveSurvivors #DemForce,"1044386859181174785",https://twitter.com/Ladybug014/status/1044386859181174785
"KITTENS",iamKITTENS,2018-09-24 17:38,15,107,"I'm wearing black today (like most days) but today is in solidarity #BelieveSurvivors #TIMESUP #StopKavanaugh",,,#BelieveSurvivors #TIMESUP #StopKavanaugh,"1044385639532134400",https://twitter.com/iamKITTENS/status/1044385639532134400
"Planned Parenthood Action",PPact,2018-09-24 17:35,86,143,"Scheduling the @senjudiciary committee vote one day after Dr. Blasey Ford’s testimony would be outrageous and offensive. GOP leaders couldn’t be more clear: they’ve made up their minds and don’t care about survivors. #StopKavanaugh #BelieveSurvivors https://twitter.com/BresPolitico/status/1044353088948195328 …",,@senjudiciary,#StopKavanaugh #BelieveSurvivors,"1044384738985873409",https://twitter.com/PPact/status/1044384738985873409
"Shirtless Pundit 🇺🇸",zachhaller,2018-09-24 17:34,19,53,"It’s telling that the media can only report on the Kavanaugh “accuser”; not even enough evidence to assert she is a “victim” It’s a real shame how much McFeminist liberals hurt real victims of sexual assault with their politically-charged grandstanding #TimesUp #BelieveSurvivors",,,#TimesUp #BelieveSurvivors,"1044384632081281024",https://twitter.com/zachhaller/status/1044384632081281024
"Matt McGorry",MattMcGorry,2018-09-24 17:33,35,195,"#BelieveSurvivors #StopKavanaugh #Men, we have less than 2 days to raise money for the ad (scroll to my next images) and to add your name to the list. We MUST show solidarity with women… https://www.instagram.com/p/BoIQ1o7hY9f/?utm_source=ig_twitter_share&igshid=e2qc6t1dxr87 …",,,#BelieveSurvivors #StopKavanaugh #Men,"1044384311779123200",https://twitter.com/MattMcGorry/status/1044384311779123200
"Brandon",brandongroeny,2018-09-24 17:26,285,622,"I believe Brett Kavanaugh and I give him enormous credit for sticking to his guns and defending himself from the leftist mob. What the democrats are doing to this man is simply unseemly and repulsive. A guilty man would not put his family through this. #BelieveSurvivors",,,#BelieveSurvivors,"1044382684108214272",https://twitter.com/brandongroeny/status/1044382684108214272
"Dana Goldberg",DGComedy,2018-09-24 17:23,21,137,"Anyone consider Kavanaugh kept his calendar from 1982 as a souvenir for all the awful shit he got away with that year? #BelieveSurvivors",,,#BelieveSurvivors,"1044381916927950848",https://twitter.com/DGComedy/status/1044381916927950848
"Democratic Coalition",TheDemCoalition,2018-09-24 17:22,257,497,"At 1 p.m. on Monday, supporters of the women who accused Brett Kavanaugh of sexual assault walked out of their homes and workplaces https://www.yahoo.com/news/women-walk-across-country-support-172059481.html?soc_src=hl-viewer&soc_trk=tw … #BelieveSurvivors #StopKavanaugh",,,#BelieveSurvivors #StopKavanaugh,"1044381645988597760",https://twitter.com/TheDemCoalition/status/1044381645988597760
"Sema🌹",_SemaHernandez_,2018-09-24 17:14,33,46,"These 6 men, including Texas Senators Ted Cruz and John Cornyn, on the Senate Judiciary Committee voted against the reauthorization of the Violence Against Women Act in 2013. Call your Senators, it’s time to cancel the nomination! 202-224-3121 #BelieveSurvivors #CancelKavanaugh pic.twitter.com/ru0rHuXLt7",,,#BelieveSurvivors #CancelKavanaugh,"1044379645213396993",https://twitter.com/_SemaHernandez_/status/1044379645213396993
"Allen West",AllenWest,2018-09-24 17:13,266,917,"Trying to understand the blatant hypocrisy -- which we've seen b4 courtesy of Bill Clinton -- as left tells us which women 2 believe & it almost always boils down to party affiliation. #tcot #BelieveWomen #BelieveSurvivors #BrettKavanaugh #tcot #SCOTUShttps://theoldschoolpatriot.com/abw/cns-news-left-decides-women-believed/ …",,,#tcot #BelieveWomen #BelieveSurvivors #BrettKavanaugh #tcot #SCOTUShttps,"1044379356053663745",https://twitter.com/AllenWest/status/1044379356053663745
"Katie Hill",KatieHill4CA,2018-09-24 17:13,141,248,"In our most recent #CA25 debate, I was asked about Kavanaugh's nomination and Dr. Ford’s credibility... I shot down the questioning of a woman's motives real quick. #TimesUp #BelieveSurvivors http://www.latimes.com/politics/la-na-pol-women-kavanaugh-midterm-20180923-story.html …",,,#CA25 #TimesUp #BelieveSurvivors,"1044379218925170688",https://twitter.com/KatieHill4CA/status/1044379218925170688
"Patricia",ChkUOut,2018-09-24 17:12,63,109,"We haven't forgotten about these women who were sexually harrassed/assaulted by #45 #WhyIDidntReport #NationalWalkout #BelieveSurvivors Reasons he supports #Kavanaugh #KavanaughWithdraw pic.twitter.com/5254U2hMXd",,,#45 #WhyIDidntReport #NationalWalkout #BelieveSurvivors #Kavanaugh #KavanaughWithdraw,"1044378993833603072",https://twitter.com/ChkUOut/status/1044378993833603072
"Pam Rickel ⚜️#SuperMajority",_h_Dawg,2018-09-24 17:07,85,143,"We stand with these brave heroes who have come forward to be heard. #KavanaughWithdrawNow #BelieveSurvivors https://twitter.com/RonanFarrow/status/1044333161142935553 …",,,#KavanaughWithdrawNow #BelieveSurvivors,"1044377848977526784",https://twitter.com/_h_Dawg/status/1044377848977526784
"NARAL",NARAL,2018-09-24 17:04,292,360,"For every 1,000 people who are raped, 994 of them will see their rapist walk free. http://bit.ly/2Q6y1gL #BelieveSurvivors",,,#BelieveSurvivors,"1044376939987972097",https://twitter.com/NARAL/status/1044376939987972097
"Mic Union",mic_union,2018-09-24 17:00,49,243,"We are aware of the allegations against our colleague Jack Smith IV. We have been appalled by the accounts given in an article. We stand in solidarity with the victims of sexual assault and harassment. We are meeting as a union to decide on a further response. #BelieveSurvivors",,,#BelieveSurvivors,"1044375990049415168",https://twitter.com/mic_union/status/1044375990049415168
"MAKERS",MAKERSwomen,2018-09-24 17:00,34,68,"People always ask me 'why is the system so broken?' It's because the law has a gender and that gender isn't female. Amanda Nguyen, a 27-year-old rape survivor and Nobel Peace Prize nominee, is channeling her painful truth into justice. #BelieveSurvivors https://trib.al/DE6wygi",,,#BelieveSurvivors,"1044375954586505220",https://twitter.com/MAKERSwomen/status/1044375954586505220
"Kevin Nadal, Ph.D.",kevinnadal,2018-09-24 16:56,22,58,"Far too many men in the US dehumanize women daily- from catcalling to harassment to assault. They think they can get away with it because historically they have. We need to change our culture to be one where we we stop toxic masculinity and sexism at its core #BelieveSurvivors",,,#BelieveSurvivors,"1044375117273485312",https://twitter.com/kevinnadal/status/1044375117273485312
"Debbie🏳️‍🌈 #EqualityAct ❤💛💚💙💜",DebbieDoesTwitt,2018-09-24 16:54,54,69,"#BelieveSurvivors #StopKavanaugh Thank you everyone for your replies & support This is an excellent resource-https://twitter.com/RAINN/status/1040397236671275015 …",,,#BelieveSurvivors #StopKavanaugh,"1044374582579351552",https://twitter.com/DebbieDoesTwitt/status/1044374582579351552
"Jyn Erso  🇺🇸",JynErso_Patriot,2018-09-24 16:51,177,251,"Scientific support for why the default stance should be to #BelieveSurvivors #BelieveWomen #BelieveChristine #BelieveDeborahhttps://psmag.com/news/science-says-believe-women …",,,#BelieveSurvivors #BelieveWomen #BelieveChristine #BelieveDeborahhttps,"1044373680774512640",https://twitter.com/JynErso_Patriot/status/1044373680774512640
"Steve Blum",blumspew,2018-09-24 16:49,184,951,"Being a decent person is not a political decision. #BelieveSurvivors pic.twitter.com/vvzpJFL3id",,,#BelieveSurvivors,"1044373382228205568",https://twitter.com/blumspew/status/1044373382228205568
"Planned Parenthood Action",PPact,2018-09-24 16:49,225,687,"Brett Kavanaugh has everything to gain if he’s confirmed to the Supreme Court, while Dr. Christine Blasey Ford and Deborah Ramirez are telling their stories at great personal cost. #BelieveSurvivors",,,#BelieveSurvivors,"1044373321675145216",https://twitter.com/PPact/status/1044373321675145216
"Jennifer Lewis",JenniferForVA,2018-09-24 16:49,47,134,"Trained rape crisis counselors know to #BelieveSurvivors. That was my first job after college. pic.twitter.com/cQnIks6qat",,,#BelieveSurvivors,"1044373163189161984",https://twitter.com/JenniferForVA/status/1044373163189161984
"ilyse hogue",ilyseh,2018-09-24 16:47,409,766,". @JohnCornyn just said Committee vote on Kavanaugh could happen on Friday thereby eliminating any doubt that they will actually listen to Dr. Ford and want to understand the truth. The GOP may all well just wear signs saying “Women don’t matter.” #BelieveSurvivors #stopkavanaugh",,@JohnCornyn,#BelieveSurvivors #stopkavanaugh,"1044372825098850304",https://twitter.com/ilyseh/status/1044372825098850304
"MoveOn",MoveOn,2018-09-24 16:40,65,113,"If you #BelieveSurvivors and you're ready to join the fight to #StopKavanaugh, sign on now: http://bit.ly/2Nv5ZOY pic.twitter.com/GTuCJslrfW",,,#BelieveSurvivors #StopKavanaugh,"1044370900219514880",https://twitter.com/MoveOn/status/1044370900219514880
"Mary Chieffo",marythechief,2018-09-24 16:39,50,494,"I #BelieveSurvivors today and always. pic.twitter.com/VjiR4pYQKu",,,#BelieveSurvivors,"1044370878530650114",https://twitter.com/marythechief/status/1044370878530650114
"Governor Tom Wolf",GovernorTomWolf,2018-09-24 16:36,47,111,"#ItsOnUs to stop this horrifying chain of abuse with decisive action. Victims sharing #WhyIDidntReport further underlines the systemic suppression of their stories. We must #BelieveSurvivors and not let their bravery be wasted. It's time for the legislature to give them justice. pic.twitter.com/oYjkHgrvnK",,,#ItsOnUs #WhyIDidntReport #BelieveSurvivors,"1044370051212693504",https://twitter.com/GovernorTomWolf/status/1044370051212693504
"diane #ForAll straub",didikins4life,2018-09-24 16:35,280,351,"“In order to escape accountability for his crimes, the perpetrator does everything in his power to promote forgetting. If secrecy fails, the perpetrator attacks the credibility of his victim...” ~Judith Lewis Herman #BelieveSurvivors #NoKavanaughSCOTUS pic.twitter.com/CZIw92tD9d",,,#BelieveSurvivors #NoKavanaughSCOTUS,"1044369788573757440",https://twitter.com/didikins4life/status/1044369788573757440
"💗🖤BohoGirlResists🖤💗",KikiAdine,2018-09-24 16:34,48,73,"This is exactly what we need to happen. Women standing with women. When we stand together, we are unstoppable. #BelieveChristine #BelieveSurvivors #WithdrawKavanaughhttps://twitter.com/HoarseWisperer/status/1044349304905887744 …",,,#BelieveChristine #BelieveSurvivors #WithdrawKavanaughhttps,"1044369438957555718",https://twitter.com/KikiAdine/status/1044369438957555718
"MoveOn",MoveOn,2018-09-24 16:30,56,163,"Dr. Blasey Ford, we can't thank you enough. - #BelieveSurvivors image: http://www.instagram.com/100postcards pic.twitter.com/K3QiwlRhJk",,,#BelieveSurvivors,"1044368429602476032",https://twitter.com/MoveOn/status/1044368429602476032
"PFAW",peoplefor,2018-09-24 16:27,35,71,"Kavanaugh and his wife were just asked 'why not an FBI investigation?' She didn't answer. He evaded the question entirely. There was an FBI investigation before the Anita Hill hearings. This is not what a fair process looks like, Judge Kavanaugh. #BelieveSurvivors pic.twitter.com/4Uys2mroQs",,,#BelieveSurvivors,"1044367753921138688",https://twitter.com/peoplefor/status/1044367753921138688
"Lydia Jones ∞",_lydiamj,2018-09-24 16:25,24,60,"Dear Ashley Kavanaugh, You do know Bill Cosby is getting sentence this week, right? #BelieveSurvivors https://twitter.com/SeanLangille/status/1044361746679549953 …",,,#BelieveSurvivors,"1044367308507029505",https://twitter.com/_lydiamj/status/1044367308507029505
"Ali",realAliTweets,2018-09-24 16:21,30,129,"Kavanaugh: I was a virgin throughout high school and many yrs thru college. Explains all the sexual assault allegations against him. Amiright? #BelieveSurvivors #WithdrawKavanaugh",,,#BelieveSurvivors #WithdrawKavanaugh,"1044366184156606465",https://twitter.com/realAliTweets/status/1044366184156606465
"Shawn Williams",Blog_1673,2018-09-24 16:18,7,119,"Wait a minute. Who is the victim? And, Kavanaugh is getting his chance to tell his side of this. Imagine how a womans life is derailed after she is assaulted. For the record, #DrChristineBlaseyFord had to leave her house because of death threats. #BelieveSurvivors",,,#DrChristineBlaseyFord #BelieveSurvivors,"1044365383476510720",https://twitter.com/Blog_1673/status/1044365383476510720
"Planned Parenthood Action",PPact,2018-09-24 16:16,177,630,"Just because you hire women or coach basketball does NOT mean you respect their bodily autonomy. We believe Dr. Christine Blasey Ford. We believe Deborah Ramirez. #BelieveSurvivors #StopKavanaugh pic.twitter.com/Gd2tL6Bbpm",,,#BelieveSurvivors #StopKavanaugh,"1044365088273182721",https://twitter.com/PPact/status/1044365088273182721
"NARAL",NARAL,2018-09-24 16:12,79,159,"Already, Brett Kavanaugh’s nomination has forced so many women to re-live their pain and trauma. It’s unacceptable—just like his nomination. https://nyti.ms/2DtmpCL #WhyIDidntReport #BelieveSurvivors",,,#WhyIDidntReport #BelieveSurvivors,"1044363855160381440",https://twitter.com/NARAL/status/1044363855160381440
"Call Me They",mxacdumlao,2018-09-24 16:09,336,1228,"I believe Dr. Ford. I also need to say this: To my non-cis women survivors, I see you: My trans women survivors. My non-binary survivors. My trans men survivors. My cis men survivors. The headlines erase you but I see you. I #BelieveSurvivors. All survivors. pic.twitter.com/3YNxZPifcR",,,#BelieveSurvivors,"1044363262761078786",https://twitter.com/mxacdumlao/status/1044363262761078786
"PFAW",peoplefor,2018-09-24 16:09,20,32,"Kavanaugh says all he wants is a fair process. That's all we've been asking for since the beginning but Trump, Republicans, and Brett Kavanaugh have denied all Americans the opportunity to assess this nomination for a lifetime seat on the Supreme Court. #BelieveSurvivors pic.twitter.com/oZTIuXtiKs",,,#BelieveSurvivors,"1044363226383884289",https://twitter.com/peoplefor/status/1044363226383884289
"Diana Collins",DianaCo94193656,2018-09-24 16:08,61,132,". @ChuckGrassley, stop ignoring the voices of survivors and don't fast-track an alleged perpetrator of sexual assault. YOU have the power to stop this nomination. No one -- not even Brett Kavanaugh -- is above the law. #BelieveSurvivors #StopKavanaugh",,@ChuckGrassley,#BelieveSurvivors #StopKavanaugh,"1044362911857168386",https://twitter.com/DianaCo94193656/status/1044362911857168386
"Tony Stark 2020 💥⎊",1IronMan2020,2018-09-24 16:06,64,111,"How about a statement that you will vote no if you find her testimony credible, @SenatorCollins? #BelieveSurvivors #StopKavanaughhttps://twitter.com/TheBeatWithAri/status/1044356195090345985 …",,@SenatorCollins,#BelieveSurvivors #StopKavanaughhttps,"1044362540577443840",https://twitter.com/1IronMan2020/status/1044362540577443840
"Retta",unfoRETTAble,2018-09-24 16:05,24,479,"We asked wardrobe for black sweatshirts and told our 1st AD we were heading outside for a minute. They gladly took the lunch penalty. • #BelieveSurvivors #StopKavanaugh @Burbank, California https://www.instagram.com/p/BoIGz-6F78h/?utm_source=ig_twitter_share&igshid=7b5571mebn89 …",,@Burbank,#BelieveSurvivors #StopKavanaugh,"1044362249261993984",https://twitter.com/unfoRETTAble/status/1044362249261993984
"Scott Brown",libnightmare,2018-09-24 16:03,24,94,"You are aware that black men are falsely accused of rape...all the time? You really sure #BelieveSurvivors is the way you want to go?",,,#BelieveSurvivors,"1044361678333382656",https://twitter.com/libnightmare/status/1044361678333382656
"Women in the World",WomenintheWorld,2018-09-24 16:03,16,84,". @DebraMessing shares photos with cast supporting Christine Blasey Ford and Deborah Ramirez in #believesurvivors walkout: http://bit.ly/2DqYjZn pic.twitter.com/8UufcIZWVZ",,@DebraMessing,#believesurvivors,"1044361587077726213",https://twitter.com/WomenintheWorld/status/1044361587077726213
"Ali",realAliTweets,2018-09-24 16:00,74,182,"It is very rare to have a third party witness in a sexual assault case. But in Dr. Ford's case there is a third party witness - Mark Judge. Why aren't they talking to him? Why is he refusing to testify? #InvestigateKavanaugh #WithdrawKavanaugh #BelieveSurvivors",,,#InvestigateKavanaugh #WithdrawKavanaugh #BelieveSurvivors,"1044361057576210432",https://twitter.com/realAliTweets/status/1044361057576210432
"The Leadership Conference",civilrightsorg,2018-09-24 15:57,33,39,"Taking sexual violence seriously requires investigating credible allegations, like the ones against Kavanaugh. If that investigation is circumvented here – when a lifetime appointment to #SCOTUS is at stake – it devalues the promise of justice for all survivors. #BelieveSurvivors",,,#SCOTUS #BelieveSurvivors,"1044360224377917440",https://twitter.com/civilrightsorg/status/1044360224377917440
"Mark Pantano",TheMarkPantano,2018-09-24 15:55,66,272,"#BelieveSurvivors unless they're full of shit like Christine Blasey Ford.",,,#BelieveSurvivors,"1044359714316984322",https://twitter.com/TheMarkPantano/status/1044359714316984322
"Michael Fishman",ReelMFishman,2018-09-24 15:52,41,488,"#believesurvivors #strongwomen Our #mother #sister & #daughter deserve #men who stand with them. Be an ally, help change the world pic.twitter.com/Mi1GW19sSS",,,#believesurvivors #strongwomen #mother #sister #daughter #men,"1044359011045302272",https://twitter.com/ReelMFishman/status/1044359011045302272
"Randi Mayem Singer",rmayemsinger,2018-09-24 15:51,421,1187,"If a joke grope is enough to disqualify Al Franken from the Senate, these credible accusations are enough to disqualify Kavanaugh from a life SCOTUS seat. They deserve to be investigated by law enforcement, not a bunch of old male GOP senators. #BelieveSurvivors #BelieveSurvivors",,,#BelieveSurvivors #BelieveSurvivors,"1044358786939445249",https://twitter.com/rmayemsinger/status/1044358786939445249
"Ali",realAliTweets,2018-09-24 15:50,104,255,"If Kavanaugh really wanted to clear his name he would insist on an FBI investigate - not by appearing on @FoxNews and speak to conservatives only. The SC is for all Americans not just conservatives. #BelieveSurvivors",,@FoxNews,#BelieveSurvivors,"1044358432411725825",https://twitter.com/realAliTweets/status/1044358432411725825
"DCCC",dccc,2018-09-24 15:48,389,519,"Brett Kavanaugh has no business serving on the highest court in the land. Text COURT to 43700 to stop Mitch McConnell from confirming a man accused of sexual assault to our Supreme Court for the rest of his life. #BelieveSurvivors pic.twitter.com/TrxbnrMUbn",,,#BelieveSurvivors,"1044357996996947969",https://twitter.com/dccc/status/1044357996996947969
"Michelle Swope",RedheadfromMars,2018-09-24 15:48,9,95,"I watch a lot of messed up horror movies, but I have never witnessed anything as horrifying & disgusting as people (esp. women) calling victims of sexual assault liars. This is why ppl are afraid to speak up. We can do better & we have to. #BelieveSurvivors",,,#BelieveSurvivors,"1044357964109402112",https://twitter.com/RedheadfromMars/status/1044357964109402112
"Mela Storm #Resistance! NO SURRENDER",StormMela,2018-09-24 15:45,25,51,"@LindsayGrahamSC Please explain how Kavanaugh failure to reach the Supreme Court ruins his life? Dr. Ford came forward only after her name was leaked, and is now, with her family, facing death threats. Whose life is being ruined? #BelieveSurvivors",,@LindsayGrahamSC,#BelieveSurvivors,"1044357249811062785",https://twitter.com/StormMela/status/1044357249811062785
"jamieloftus 🏂",jamieloftusHELP,2018-09-24 15:44,76,541,"#BelieveSurvivors, understand that asking survivors to undergo scrutiny and retaliation by reliving a traumatic experience constantly is a nightmare and should be treated respectfully, give survivors your parents’ Hulu password we are tired and deserve it",,,#BelieveSurvivors,"1044356908201631744",https://twitter.com/jamieloftusHELP/status/1044356908201631744
"Kek_Magician",Keque_Mage,2018-09-24 15:43,43,45,"#BelieveSurvivors Quite the predicament https://www.independent.co.uk/voices/george-soros-nazi-jew-conspiracy-theory-roseanne-barr-twitter-rant-a8377301.html … pic.twitter.com/S0ANXrwaOO",,,#BelieveSurvivors,"1044356657738903553",https://twitter.com/Keque_Mage/status/1044356657738903553
"GayleinKC",gayleasher1,2018-09-24 15:39,43,89,"Late to post! I was at a required meeting, but stood in solidarity! I blocked out the goodball behind me. #BelieveSurvivors pic.twitter.com/AeKrDUmOqC",,,#BelieveSurvivors,"1044355572441796608",https://twitter.com/gayleasher1/status/1044355572441796608
"Barbara Malmet",B52Malmet,2018-09-24 15:36,168,606,"Creepy rapey Kavanaugh will go on Fox this evening with his faithful wife by his side, to smear women who say he sexually molested them. Maybe the kool-aid drinkers will buy his denials, but I sure don’t. #BelieveSurvivors pic.twitter.com/blAswjtI6o",,,#BelieveSurvivors,"1044354825717239808",https://twitter.com/B52Malmet/status/1044354825717239808
"Bobby Chain Breaker⛓⛏ A⚔️ELROD",RealDark_Kent,2018-09-24 15:35,132,204,"Hey @TheDemocrats do you automatically believe all survivors? Effin Check Mate #BelieveSurvivors pic.twitter.com/KskGTG21Ax",,@TheDemocrats,#BelieveSurvivors,"1044354760722313217",https://twitter.com/RealDark_Kent/status/1044354760722313217
"Women's March",womensmarch,2018-09-24 15:35,313,914,"From the Supreme Court to the Hart Senate building, we brought survivors and allies together in DC today to issue a clear call: #BelieveSurvivors. #BelieveWomen. #CancelKavanaugh.https://www.politicususa.com/2018/09/24/womens-march-protesters-hold-inspiring-nationwide-protests-against-kavanaugh.html …",,,#BelieveSurvivors #BelieveWomen #CancelKavanaugh,"1044354743039131658",https://twitter.com/womensmarch/status/1044354743039131658
